# step,rank,entropy,components,curvature,nabla_t
37.000000,9.000000,2.556691,.000000,.005797,.129423
38.000000,9.000000,2.439870,.000000,.010257,.131083
39.000000,9.000000,2.535787,.000000,.001596,.117456
40.000000,9.000000,2.628400,.000000,.004435,.096559
41.000000,9.000000,2.442047,.000000,.004179,.104494
42.000000,9.000000,2.471464,.000000,.005099,.122611
43.000000,9.000000,2.464752,.000000,.005386,.146478
44.000000,9.000000,2.464100,.000000,.008162,.150967
45.000000,9.000000,2.439319,.000000,.006995,.122042
46.000000,10.000000,2.377538,.000000,.002741,.112355
47.000000,9.000000,2.559551,.000000,.003882,.105867
48.000000,9.000000,2.497561,.000000,.005178,.115886
49.000000,9.000000,2.583868,.000000,.003859,.122247
50.000000,8.000000,2.449067,.000000,.003950,.129095
51.000000,9.000000,2.514457,.000000,.006485,.144470
52.000000,9.000000,2.394946,.000000,.004510,.141380
53.000000,9.000000,2.557789,.000000,.005912,.115646
54.000000,9.000000,2.582975,.000000,.007987,.152840
55.000000,9.000000,2.356568,.000000,.005763,.136281
56.000000,9.000000,2.435785,.000000,.003189,.125103
57.000000,9.000000,2.372997,.000000,.002813,.130718
58.000000,9.000000,2.559111,.000000,.006757,.121836
59.000000,8.000000,2.633658,.000000,.008638,.141607
60.000000,8.000000,2.501600,.000000,.003318,.128287
61.000000,9.000000,2.439112,.000000,.005988,.126245
62.000000,9.000000,2.534526,.000000,.008227,.144151
63.000000,9.000000,2.474325,.000000,.004412,.128692
64.000000,9.000000,2.580768,.000000,.003870,.117012
65.000000,9.000000,2.593117,.000000,.003856,.112285
66.000000,8.000000,2.494652,.000000,.009225,.129315
67.000000,9.000000,2.419063,.000000,.005109,.134194
68.000000,9.000000,2.538355,.000000,.007709,.131289
69.000000,9.000000,2.641707,.000000,.003363,.115656
70.000000,9.000000,2.121082,.000000,.005405,.120688
71.000000,10.000000,2.500150,.000000,.004613,.129903
72.000000,8.000000,2.459935,.000000,.005225,.129444
73.000000,9.000000,2.455933,.000000,.011809,.155853
74.000000,9.000000,2.456525,.000000,.008434,.176200
75.000000,10.000000,2.434953,.000000,.006832,.148388
76.000000,9.000000,2.519037,.000000,.005408,.142369
77.000000,9.000000,2.534078,.000000,.005838,.141360
78.000000,9.000000,2.612976,.000000,.007542,.132790
79.000000,9.000000,2.551550,.000000,.003133,.114532
80.000000,9.000000,2.515172,.000000,.008380,.130183
81.000000,9.000000,2.355243,.000000,.007813,.140067
82.000000,9.000000,2.260508,.000000,.005072,.147372
83.000000,8.000000,2.346969,.000000,.006882,.159286
84.000000,9.000000,2.556800,.000000,.004548,.137052
85.000000,10.000000,2.632969,.000000,.007252,.145190
86.000000,8.000000,2.484043,.000000,.008270,.162280
87.000000,9.000000,2.600629,.000000,.012452,.171503
88.000000,9.000000,2.478099,.000000,.004647,.157696
89.000000,9.000000,2.475800,.000000,.008653,.126527
90.000000,10.000000,2.542261,.000000,.022547,.151989
91.000000,9.000000,2.552214,.000000,.009984,.154017
92.000000,9.000000,2.475694,.000000,.005164,.138808
93.000000,9.000000,2.496198,.000000,.002891,.115338
94.000000,8.000000,2.540106,.000000,.006862,.123441
95.000000,9.000000,2.634392,.000000,.007528,.162481
96.000000,9.000000,2.544501,.000000,.003784,.142489
97.000000,9.000000,2.596697,.000000,.002967,.108248
98.000000,9.000000,2.466872,.000000,.003894,.102973
99.000000,10.000000,2.443494,.000000,.003044,.109148
100.000000,8.000000,2.577896,.000000,.003315,.099940
101.000000,9.000000,2.566042,.000000,.015772,.130897
102.000000,8.000000,2.480077,.000000,.110727,.214336
103.000000,8.000000,2.283538,1.000000,1.124553,.674377
104.000000,9.000000,2.255255,1.000000,13.455757,2.266606
105.000000,9.000000,2.118590,4.000000,180.749884,9.005507
106.000000,8.000000,2.146392,3.000000,2520.923591,37.498116
107.000000,8.000000,2.147414,2.000000,36021.156288,223.036738
108.000000,8.000000,2.320025,2.000000,520968.241080,1358.996836
109.000000,8.000000,2.285170,1.000000,7588063.544508,13250.614616
110.000000,9.000000,2.107256,1.000000,110961312.079588,158805.522227
